orig.isocode,orig.name,orig.region,orig.majorarea,dest.isocode,dest.name,dest.name,dest.region,pop.mig (in thousands)
BDI,Burundi,Eastern Africa,Africa,COD,Democratic Republic of the Congo,Middle Africa,Africa,39.062
RWA,Rwanda,Eastern Africa,Africa,COD,Democratic Republic of the Congo,Middle Africa,Africa,97.168
RWA,Rwanda,Eastern Africa,Africa,COG,Congo,Middle Africa,Africa,25.119
ERI,Eritrea,Eastern Africa,Africa,DEU,Germany,Western Europe,Europe,14.636
ETH,Ethiopia,Eastern Africa,Africa,DEU,Germany,Western Europe,Europe,20.809
KEN,Kenya,Eastern Africa,Africa,DEU,Germany,Western Europe,Europe,15.034
ETH,Ethiopia,Eastern Africa,Africa,DJI,Djibouti,Eastern Africa,Africa,12.323
SOM,Somalia,Eastern Africa,Africa,DJI,Djibouti,Eastern Africa,Africa,93.042
SOM,Somalia,Eastern Africa,Africa,DNK,Denmark,Northern Europe,Europe,10.681
SOM,Somalia,Eastern Africa,Africa,DZA,Algeria,Northern Africa,Africa,20.81
SOM,Somalia,Eastern Africa,Africa,EGY,Egypt,Northern Africa,Africa,22.709
ERI,Eritrea,Eastern Africa,Africa,ETH,Ethiopia,Eastern Africa,Africa,156.03
SOM,Somalia,Eastern Africa,Africa,ETH,Ethiopia,Eastern Africa,Africa,442.91
SSD,South Sudan,Eastern Africa,Africa,ETH,Ethiopia,Eastern Africa,Africa,375.202
SOM,Somalia,Eastern Africa,Africa,FIN,Finland,Northern Europe,Europe,12.49
COM,Comoros,Eastern Africa,Africa,FRA,France,Western Europe,Europe,36.634
MDG,Madagascar,Eastern Africa,Africa,FRA,France,Western Europe,Europe,120.4
MUS,Mauritius,Eastern Africa,Africa,FRA,France,Western Europe,Europe,44.337
ERI,Eritrea,Eastern Africa,Africa,GBR,United Kingdom,Northern Europe,Europe,19.031
ETH,Ethiopia,Eastern Africa,Africa,GBR,United Kingdom,Northern Europe,Europe,16.654
KEN,Kenya,Eastern Africa,Africa,GBR,United Kingdom,Northern Europe,Europe,151.073
MWI,Malawi,Eastern Africa,Africa,GBR,United Kingdom,Northern Europe,Europe,17.871
MUS,Mauritius,Eastern Africa,Africa,GBR,United Kingdom,Northern Europe,Europe,45.123
SOM,Somalia,Eastern Africa,Africa,GBR,United Kingdom,Northern Europe,Europe,110.775
UGA,Uganda,Eastern Africa,Africa,GBR,United Kingdom,Northern Europe,Europe,65.447
TZA,United Republic of Tanzania,Eastern Africa,Africa,GBR,United Kingdom,Northern Europe,Europe,38.691
ZMB,Zambia,Eastern Africa,Africa,GBR,United Kingdom,Northern Europe,Europe,30.897
ZWE,Zimbabwe,Eastern Africa,Africa,GBR,United Kingdom,Northern Europe,Europe,132.942
ETH,Ethiopia,Eastern Africa,Africa,ISR,Israel,Western Asia,Asia,80.474
ERI,Eritrea,Eastern Africa,Africa,ITA,Italy,Southern Europe,Europe,13.593
ETH,Ethiopia,Eastern Africa,Africa,ITA,Italy,Southern Europe,Europe,30.401
SOM,Somalia,Eastern Africa,Africa,ITA,Italy,Southern Europe,Europe,11.556
ETH,Ethiopia,Eastern Africa,Africa,KEN,Kenya,Eastern Africa,Africa,36.889
SOM,Somalia,Eastern Africa,Africa,KEN,Kenya,Eastern Africa,Africa,488.47
SSD,South Sudan,Eastern Africa,Africa,KEN,Kenya,Eastern Africa,Africa,92.355
UGA,Uganda,Eastern Africa,Africa,KEN,Kenya,Eastern Africa,Africa,333.789
TZA,United Republic of Tanzania,Eastern Africa,Africa,KEN,Kenya,Eastern Africa,Africa,39.935
SOM,Somalia,Eastern Africa,Africa,LBY,Libya,Northern Africa,Africa,104.539
COM,Comoros,Eastern Africa,Africa,MDG,Madagascar,Eastern Africa,Africa,10.953
MWI,Malawi,Eastern Africa,Africa,MOZ,Mozambique,Eastern Africa,Africa,77.488
ZWE,Zimbabwe,Eastern Africa,Africa,MOZ,Mozambique,Eastern Africa,Africa,25.429
MOZ,Mozambique,Eastern Africa,Africa,MWI,Malawi,Eastern Africa,Africa,54.183
ZMB,Zambia,Eastern Africa,Africa,MWI,Malawi,Eastern Africa,Africa,42.362
ZWE,Zimbabwe,Eastern Africa,Africa,MWI,Malawi,Eastern Africa,Africa,36.753
COM,Comoros,Eastern Africa,Africa,MYT,Mayotte,Eastern Africa,Africa,59.811
ZWE,Zimbabwe,Eastern Africa,Africa,NAM,Namibia,Southern Africa,Africa,13.247
SOM,Somalia,Eastern Africa,Africa,NLD,Netherlands,Western Europe,Europe,27.115
ERI,Eritrea,Eastern Africa,Africa,NOR,Norway,Northern Europe,Europe,14.821
SOM,Somalia,Eastern Africa,Africa,NOR,Norway,Northern Europe,Europe,27.042
MOZ,Mozambique,Eastern Africa,Africa,PRT,Portugal,Southern Europe,Europe,67.991
MDG,Madagascar,Eastern Africa,Africa,REU,R?union,Eastern Africa,Africa,16.763
BDI,Burundi,Eastern Africa,Africa,RWA,Rwanda,Eastern Africa,Africa,64.501
UGA,Uganda,Eastern Africa,Africa,RWA,Rwanda,Eastern Africa,Africa,92.195
TZA,United Republic of Tanzania,Eastern Africa,Africa,RWA,Rwanda,Eastern Africa,Africa,42.776
ETH,Ethiopia,Eastern Africa,Africa,SAU,Saudi Arabia,Western Asia,Asia,124.347
ERI,Eritrea,Eastern Africa,Africa,SDN,Sudan,Northern Africa,Africa,159.748
ETH,Ethiopia,Eastern Africa,Africa,SDN,Sudan,Northern Africa,Africa,60.734
SSD,South Sudan,Eastern Africa,Africa,SDN,Sudan,Northern Africa,Africa,135.558
ETH,Ethiopia,Eastern Africa,Africa,SSD,South Sudan,Eastern Africa,Africa,12.786
UGA,Uganda,Eastern Africa,Africa,SSD,South Sudan,Eastern Africa,Africa,140.607
ERI,Eritrea,Eastern Africa,Africa,SWE,Sweden,Northern Europe,Europe,22.32
ETH,Ethiopia,Eastern Africa,Africa,SWE,Sweden,Northern Europe,Europe,16.509
SOM,Somalia,Eastern Africa,Africa,SWE,Sweden,Northern Europe,Europe,59.213
MOZ,Mozambique,Eastern Africa,Africa,SWZ,Swaziland,Southern Africa,Africa,10.393
BDI,Burundi,Eastern Africa,Africa,TZA,United Republic of Tanzania,Eastern Africa,Africa,87.099
KEN,Kenya,Eastern Africa,Africa,TZA,United Republic of Tanzania,Eastern Africa,Africa,27.247
MOZ,Mozambique,Eastern Africa,Africa,TZA,United Republic of Tanzania,Eastern Africa,Africa,14.651
BDI,Burundi,Eastern Africa,Africa,UGA,Uganda,Eastern Africa,Africa,45.345
KEN,Kenya,Eastern Africa,Africa,UGA,Uganda,Eastern Africa,Africa,43.512
RWA,Rwanda,Eastern Africa,Africa,UGA,Uganda,Eastern Africa,Africa,76.861
SOM,Somalia,Eastern Africa,Africa,UGA,Uganda,Eastern Africa,Africa,28.586
TZA,United Republic of Tanzania,Eastern Africa,Africa,UGA,Uganda,Eastern Africa,Africa,25.321
ERI,Eritrea,Eastern Africa,Africa,USA,United States of America,Northern America,Northern America,30.305
ETH,Ethiopia,Eastern Africa,Africa,USA,United States of America,Northern America,Northern America,184.022
KEN,Kenya,Eastern Africa,Africa,USA,United States of America,Northern America,Northern America,105.467
SOM,Somalia,Eastern Africa,Africa,USA,United States of America,Northern America,Northern America,145.579
UGA,Uganda,Eastern Africa,Africa,USA,United States of America,Northern America,Northern America,41.203
TZA,United Republic of Tanzania,Eastern Africa,Africa,USA,United States of America,Northern America,Northern America,45.297
ZMB,Zambia,Eastern Africa,Africa,USA,United States of America,Northern America,Northern America,22.409
ZWE,Zimbabwe,Eastern Africa,Africa,USA,United States of America,Northern America,Northern America,50.001
SOM,Somalia,Eastern Africa,Africa,YEM,Yemen,Western Asia,Asia,245.683
ETH,Ethiopia,Eastern Africa,Africa,ZAF,South Africa,Southern Africa,Africa,44.891
KEN,Kenya,Eastern Africa,Africa,ZAF,South Africa,Southern Africa,Africa,17.686
MWI,Malawi,Eastern Africa,Africa,ZAF,South Africa,Southern Africa,Africa,76.605
MOZ,Mozambique,Eastern Africa,Africa,ZAF,South Africa,Southern Africa,Africa,449.71
SOM,Somalia,Eastern Africa,Africa,ZAF,South Africa,Southern Africa,Africa,69.688
UGA,Uganda,Eastern Africa,Africa,ZAF,South Africa,Southern Africa,Africa,12.837
TZA,United Republic of Tanzania,Eastern Africa,Africa,ZAF,South Africa,Southern Africa,Africa,10.181
ZMB,Zambia,Eastern Africa,Africa,ZAF,South Africa,Southern Africa,Africa,60.469
ZWE,Zimbabwe,Eastern Africa,Africa,ZAF,South Africa,Southern Africa,Africa,475.406
MWI,Malawi,Eastern Africa,Africa,ZMB,Zambia,Eastern Africa,Africa,11.258
ZWE,Zimbabwe,Eastern Africa,Africa,ZMB,Zambia,Eastern Africa,Africa,19.503
MWI,Malawi,Eastern Africa,Africa,ZWE,Zimbabwe,Eastern Africa,Africa,102.849
MOZ,Mozambique,Eastern Africa,Africa,ZWE,Zimbabwe,Eastern Africa,Africa,94.382
ZMB,Zambia,Eastern Africa,Africa,ZWE,Zimbabwe,Eastern Africa,Africa,30.662
ZAF,South Africa,Southern Africa,Africa,AUS,Australia,Australia/New Zealand,Oceania,183.37
ZAF,South Africa,Southern Africa,Africa,BWA,Botswana,Southern Africa,Africa,37.265
ZAF,South Africa,Southern Africa,Africa,CAN,Canada,Northern America,Northern America,47.182
ZAF,South Africa,Southern Africa,Africa,CHL,Chile,South America,Latin America and the Caribbean,20.457
ZAF,South Africa,Southern Africa,Africa,DEU,Germany,Western Europe,Europe,18.368
ZAF,South Africa,Southern Africa,Africa,GBR,United Kingdom,Northern Europe,Europe,218.732
ZAF,South Africa,Southern Africa,Africa,ISR,Israel,Western Asia,Asia,11.721
ZAF,South Africa,Southern Africa,Africa,NLD,Netherlands,Western Europe,Europe,13.47
ZAF,South Africa,Southern Africa,Africa,NZL,New Zealand,Australia/New Zealand,Oceania,56.396
ZAF,South Africa,Southern Africa,Africa,PRT,Portugal,Southern Europe,Europe,10.677
ZAF,South Africa,Southern Africa,Africa,SWZ,Swaziland,Southern Africa,Africa,12.511
ZAF,South Africa,Southern Africa,Africa,USA,United States of America,Northern America,Northern America,88.907
BWA,Botswana,Southern Africa,Africa,ZAF,South Africa,Southern Africa,Africa,45.014
LSO,Lesotho,Southern Africa,Africa,ZAF,South Africa,Southern Africa,Africa,350.611
NAM,Namibia,Southern Africa,Africa,ZAF,South Africa,Southern Africa,Africa,133.282
SWZ,Swaziland,Southern Africa,Africa,ZAF,South Africa,Southern Africa,Africa,91.232
ZAF,South Africa,Southern Africa,Africa,ZWE,Zimbabwe,Eastern Africa,Africa,18.61
JOR,Jordan,Western Asia,Asia,ARE,United Arab Emirates,Western Asia,Asia,167.585
KWT,Kuwait,Western Asia,Asia,ARE,United Arab Emirates,Western Asia,Asia,62.546
LBN,Lebanon,Western Asia,Asia,ARE,United Arab Emirates,Western Asia,Asia,52.129
PSE,State of Palestine,Western Asia,Asia,ARE,United Arab Emirates,Western Asia,Asia,54.006
SYR,Syrian Arab Republic,Western Asia,Asia,ARE,United Arab Emirates,Western Asia,Asia,35.196
TUR,Turkey,Western Asia,Asia,ARE,United Arab Emirates,Western Asia,Asia,25.089
YEM,Yemen,Western Asia,Asia,ARE,United Arab Emirates,Western Asia,Asia,173.48
AZE,Azerbaijan,Western Asia,Asia,ARM,Armenia,Western Asia,Asia,87.675
GEO,Georgia,Western Asia,Asia,ARM,Armenia,Western Asia,Asia,40.897
CYP,Cyprus,Western Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,22.08
IRQ,Iraq,Western Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,62.79
ISR,Israel,Western Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,12.174
LBN,Lebanon,Western Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,96.306
SAU,Saudi Arabia,Western Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,15.107
SYR,Syrian Arab Republic,Western Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,10.866
TUR,Turkey,Western Asia,Asia,AUS,Australia,Australia/New Zealand,Oceania,43
TUR,Turkey,Western Asia,Asia,AUT,Austria,Western Europe,Europe,184.847
ARM,Armenia,Western Asia,Asia,AZE,Azerbaijan,Western Asia,Asia,148.503
GEO,Georgia,Western Asia,Asia,AZE,Azerbaijan,Western Asia,Asia,51.141
ARM,Armenia,Western Asia,Asia,BEL,Belgium,Western Europe,Europe,10.433
TUR,Turkey,Western Asia,Asia,BEL,Belgium,Western Europe,Europe,43.686
BHR,Bahrain,Western Asia,Asia,BGD,Bangladesh,Southern Asia,Asia,30.16
JOR,Jordan,Western Asia,Asia,BHR,Bahrain,Western Asia,Asia,14.493
YEM,Yemen,Western Asia,Asia,BHR,Bahrain,Western Asia,Asia,15.003
AZE,Azerbaijan,Western Asia,Asia,BLR,Belarus,Eastern Europe,Europe,13.493
LBN,Lebanon,Western Asia,Asia,BRA,Brazil,South America,Latin America and the Caribbean,14.726
IRQ,Iraq,Western Asia,Asia,CAN,Canada,Northern America,Northern America,55.336
ISR,Israel,Western Asia,Asia,CAN,Canada,Northern America,Northern America,27.304
JOR,Jordan,Western Asia,Asia,CAN,Canada,Northern America,Northern America,11.042
KWT,Kuwait,Western Asia,Asia,CAN,Canada,Northern America,Northern America,14.651
LBN,Lebanon,Western Asia,Asia,CAN,Canada,Northern America,Northern America,90.517
SAU,Saudi Arabia,Western Asia,Asia,CAN,Canada,Northern America,Northern America,25.139
SYR,Syrian Arab Republic,Western Asia,Asia,CAN,Canada,Northern America,Northern America,24.666
TUR,Turkey,Western Asia,Asia,CAN,Canada,Northern America,Northern America,29.47
ARE,United Arab Emirates,Western Asia,Asia,CAN,Canada,Northern America,Northern America,16.665
TUR,Turkey,Western Asia,Asia,CHE,Switzerland,Western Europe,Europe,84.488
GEO,Georgia,Western Asia,Asia,CYP,Cyprus,Western Asia,Asia,17.026
ARM,Armenia,Western Asia,Asia,DEU,Germany,Western Europe,Europe,12.609
AZE,Azerbaijan,Western Asia,Asia,DEU,Germany,Western Europe,Europe,19.18
GEO,Georgia,Western Asia,Asia,DEU,Germany,Western Europe,Europe,22.884
IRQ,Iraq,Western Asia,Asia,DEU,Germany,Western Europe,Europe,115.041
ISR,Israel,Western Asia,Asia,DEU,Germany,Western Europe,Europe,14.9
JOR,Jordan,Western Asia,Asia,DEU,Germany,Western Europe,Europe,12.663
LBN,Lebanon,Western Asia,Asia,DEU,Germany,Western Europe,Europe,79.534
SYR,Syrian Arab Republic,Western Asia,Asia,DEU,Germany,Western Europe,Europe,53.099
TUR,Turkey,Western Asia,Asia,DEU,Germany,Western Europe,Europe,1655.996
IRQ,Iraq,Western Asia,Asia,DNK,Denmark,Northern Europe,Europe,22.594
LBN,Lebanon,Western Asia,Asia,DNK,Denmark,Northern Europe,Europe,13.061
TUR,Turkey,Western Asia,Asia,DNK,Denmark,Northern Europe,Europe,34.379
IRQ,Iraq,Western Asia,Asia,DZA,Algeria,Northern Africa,Africa,13.632
PSE,State of Palestine,Western Asia,Asia,DZA,Algeria,Northern Africa,Africa,56.961
IRQ,Iraq,Western Asia,Asia,EGY,Egypt,Northern Africa,Africa,11.877
PSE,State of Palestine,Western Asia,Asia,EGY,Egypt,Northern Africa,Africa,150.486
SYR,Syrian Arab Republic,Western Asia,Asia,EGY,Egypt,Northern Africa,Africa,146.837
IRQ,Iraq,Western Asia,Asia,FIN,Finland,Northern Europe,Europe,12.044
ARM,Armenia,Western Asia,Asia,FRA,France,Western Europe,Europe,19.083
LBN,Lebanon,Western Asia,Asia,FRA,France,Western Europe,Europe,47.162
SYR,Syrian Arab Republic,Western Asia,Asia,FRA,France,Western Europe,Europe,16.758
TUR,Turkey,Western Asia,Asia,FRA,France,Western Europe,Europe,297.429
CYP,Cyprus,Western Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,84.815
IRQ,Iraq,Western Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,80.939
ISR,Israel,Western Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,19.608
KWT,Kuwait,Western Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,14.054
LBN,Lebanon,Western Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,17.128
SAU,Saudi Arabia,Western Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,36.148
TUR,Turkey,Western Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,100.956
ARE,United Arab Emirates,Western Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,12.314
YEM,Yemen,Western Asia,Asia,GBR,United Kingdom,Northern Europe,Europe,19.405
ARM,Armenia,Western Asia,Asia,GRC,Greece,Southern Europe,Europe,14.287
CYP,Cyprus,Western Asia,Asia,GRC,Greece,Southern Europe,Europe,21.607
GEO,Georgia,Western Asia,Asia,GRC,Greece,Southern Europe,Europe,83.388
TUR,Turkey,Western Asia,Asia,GRC,Greece,Southern Europe,Europe,33.489
JOR,Jordan,Western Asia,Asia,IDN,Indonesia,South-Eastern Asia,Asia,11.648
ARE,United Arab Emirates,Western Asia,Asia,IND,India,Southern Asia,Asia,11.986
AZE,Azerbaijan,Western Asia,Asia,IRN,Iran (Islamic Republic of),Southern Asia,Asia,12.007
IRQ,Iraq,Western Asia,Asia,IRN,Iran (Islamic Republic of),Southern Asia,Asia,85.523
JOR,Jordan,Western Asia,Asia,IRQ,Iraq,Western Asia,Asia,10.336
PSE,State of Palestine,Western Asia,Asia,IRQ,Iraq,Western Asia,Asia,12.051
SYR,Syrian Arab Republic,Western Asia,Asia,IRQ,Iraq,Western Asia,Asia,246.556
TUR,Turkey,Western Asia,Asia,IRQ,Iraq,Western Asia,Asia,17.515
AZE,Azerbaijan,Western Asia,Asia,ISR,Israel,Western Asia,Asia,13.529
IRQ,Iraq,Western Asia,Asia,ISR,Israel,Western Asia,Asia,67.791
TUR,Turkey,Western Asia,Asia,ISR,Israel,Western Asia,Asia,27.96
YEM,Yemen,Western Asia,Asia,ISR,Israel,Western Asia,Asia,30.869
GEO,Georgia,Western Asia,Asia,ITA,Italy,Southern Europe,Europe,12.226
TUR,Turkey,Western Asia,Asia,ITA,Italy,Southern Europe,Europe,20.491
IRQ,Iraq,Western Asia,Asia,JOR,Jordan,Western Asia,Asia,35.875
PSE,State of Palestine,Western Asia,Asia,JOR,Jordan,Western Asia,Asia,2142.755
SYR,Syrian Arab Republic,Western Asia,Asia,JOR,Jordan,Western Asia,Asia,700.266
AZE,Azerbaijan,Western Asia,Asia,KAZ,Kazakhstan,Central Asia,Asia,48.377
TUR,Turkey,Western Asia,Asia,KAZ,Kazakhstan,Central Asia,Asia,46.894
JOR,Jordan,Western Asia,Asia,KWT,Kuwait,Western Asia,Asia,50.399
LBN,Lebanon,Western Asia,Asia,KWT,Kuwait,Western Asia,Asia,11.532
PSE,State of Palestine,Western Asia,Asia,KWT,Kuwait,Western Asia,Asia,14.253
SYR,Syrian Arab Republic,Western Asia,Asia,KWT,Kuwait,Western Asia,Asia,21.34
TUR,Turkey,Western Asia,Asia,KWT,Kuwait,Western Asia,Asia,12.297
ARE,United Arab Emirates,Western Asia,Asia,KWT,Kuwait,Western Asia,Asia,24.662
YEM,Yemen,Western Asia,Asia,KWT,Kuwait,Western Asia,Asia,65.129
IRQ,Iraq,Western Asia,Asia,LBN,Lebanon,Western Asia,Asia,120.668
PSE,State of Palestine,Western Asia,Asia,LBN,Lebanon,Western Asia,Asia,515.55
SYR,Syrian Arab Republic,Western Asia,Asia,LBN,Lebanon,Western Asia,Asia,1255.494
IRQ,Iraq,Western Asia,Asia,LBY,Libya,Northern Africa,Africa,68.477
JOR,Jordan,Western Asia,Asia,LBY,Libya,Northern Africa,Africa,20.408
KWT,Kuwait,Western Asia,Asia,LBY,Libya,Northern Africa,Africa,10.8
LBN,Lebanon,Western Asia,Asia,LBY,Libya,Northern Africa,Africa,11.067
SAU,Saudi Arabia,Western Asia,Asia,LBY,Libya,Northern Africa,Africa,35.474
PSE,State of Palestine,Western Asia,Asia,LBY,Libya,Northern Africa,Africa,286.136
SYR,Syrian Arab Republic,Western Asia,Asia,LBY,Libya,Northern Africa,Africa,27.762
YEM,Yemen,Western Asia,Asia,LBY,Libya,Northern Africa,Africa,21.38
TUR,Turkey,Western Asia,Asia,MKD,TFYR Macedonia,Southern Europe,Europe,19.922
IRQ,Iraq,Western Asia,Asia,NLD,Netherlands,Western Europe,Europe,41.384
TUR,Turkey,Western Asia,Asia,NLD,Netherlands,Western Europe,Europe,199.551
IRQ,Iraq,Western Asia,Asia,NOR,Norway,Northern Europe,Europe,22.16
TUR,Turkey,Western Asia,Asia,NOR,Norway,Northern Europe,Europe,11.192
JOR,Jordan,Western Asia,Asia,OMN,Oman,Western Asia,Asia,17.005
ARE,United Arab Emirates,Western Asia,Asia,OMN,Oman,Western Asia,Asia,14.759
ISR,Israel,Western Asia,Asia,PSE,State of Palestine,Western Asia,Asia,62.895
JOR,Jordan,Western Asia,Asia,PSE,State of Palestine,Western Asia,Asia,55.709
KWT,Kuwait,Western Asia,Asia,PSE,State of Palestine,Western Asia,Asia,17.111
QAT,Qatar,Western Asia,Asia,PSE,State of Palestine,Western Asia,Asia,10.111
SAU,Saudi Arabia,Western Asia,Asia,PSE,State of Palestine,Western Asia,Asia,21.778
ARE,United Arab Emirates,Western Asia,Asia,PSE,State of Palestine,Western Asia,Asia,10.888
JOR,Jordan,Western Asia,Asia,QAT,Qatar,Western Asia,Asia,32.217
YEM,Yemen,Western Asia,Asia,QAT,Qatar,Western Asia,Asia,34.877
ARM,Armenia,Western Asia,Asia,RUS,Russian Federation,Eastern Europe,Europe,527.287
AZE,Azerbaijan,Western Asia,Asia,RUS,Russian Federation,Eastern Europe,Europe,767.339
GEO,Georgia,Western Asia,Asia,RUS,Russian Federation,Eastern Europe,Europe,450.221
TUR,Turkey,Western Asia,Asia,RUS,Russian Federation,Eastern Europe,Europe,10.237
JOR,Jordan,Western Asia,Asia,SAU,Saudi Arabia,Western Asia,Asia,182.152
LBN,Lebanon,Western Asia,Asia,SAU,Saudi Arabia,Western Asia,Asia,116.577
SYR,Syrian Arab Republic,Western Asia,Asia,SAU,Saudi Arabia,Western Asia,Asia,623.247
YEM,Yemen,Western Asia,Asia,SAU,Saudi Arabia,Western Asia,Asia,582.886
IRQ,Iraq,Western Asia,Asia,SWE,Sweden,Northern Europe,Europe,133.118
LBN,Lebanon,Western Asia,Asia,SWE,Sweden,Northern Europe,Europe,26.279
SYR,Syrian Arab Republic,Western Asia,Asia,SWE,Sweden,Northern Europe,Europe,69.199
TUR,Turkey,Western Asia,Asia,SWE,Sweden,Northern Europe,Europe,47.188
IRQ,Iraq,Western Asia,Asia,SYR,Syrian Arab Republic,Western Asia,Asia,253.609
PSE,State of Palestine,Western Asia,Asia,SYR,Syrian Arab Republic,Western Asia,Asia,238.809
AZE,Azerbaijan,Western Asia,Asia,TUR,Turkey,Western Asia,Asia,16.856
CYP,Cyprus,Western Asia,Asia,TUR,Turkey,Western Asia,Asia,10.433
IRQ,Iraq,Western Asia,Asia,TUR,Turkey,Western Asia,Asia,22.392
SYR,Syrian Arab Republic,Western Asia,Asia,TUR,Turkey,Western Asia,Asia,1568.494
ARM,Armenia,Western Asia,Asia,UKR,Ukraine,Eastern Europe,Europe,47.307
AZE,Azerbaijan,Western Asia,Asia,UKR,Ukraine,Eastern Europe,Europe,82.299
GEO,Georgia,Western Asia,Asia,UKR,Ukraine,Eastern Europe,Europe,64.399
ARM,Armenia,Western Asia,Asia,USA,United States of America,Northern America,Northern America,84.953
AZE,Azerbaijan,Western Asia,Asia,USA,United States of America,Northern America,Northern America,19.799
CYP,Cyprus,Western Asia,Asia,USA,United States of America,Northern America,Northern America,18.41
GEO,Georgia,Western Asia,Asia,USA,United States of America,Northern America,Northern America,24.456
IRQ,Iraq,Western Asia,Asia,USA,United States of America,Northern America,Northern America,175.566
ISR,Israel,Western Asia,Asia,USA,United States of America,Northern America,Northern America,135.963
JOR,Jordan,Western Asia,Asia,USA,United States of America,Northern America,Northern America,64.868
KWT,Kuwait,Western Asia,Asia,USA,United States of America,Northern America,Northern America,25.434
LBN,Lebanon,Western Asia,Asia,USA,United States of America,Northern America,Northern America,123.337
SAU,Saudi Arabia,Western Asia,Asia,USA,United States of America,Northern America,Northern America,62.496
PSE,State of Palestine,Western Asia,Asia,USA,United States of America,Northern America,Northern America,36.221
SYR,Syrian Arab Republic,Western Asia,Asia,USA,United States of America,Northern America,Northern America,69.459
TUR,Turkey,Western Asia,Asia,USA,United States of America,Northern America,Northern America,107.627
ARE,United Arab Emirates,Western Asia,Asia,USA,United States of America,Northern America,Northern America,11.197
YEM,Yemen,Western Asia,Asia,USA,United States of America,Northern America,Northern America,40.861
AZE,Azerbaijan,Western Asia,Asia,UZB,Uzbekistan,Central Asia,Asia,20.357
SYR,Syrian Arab Republic,Western Asia,Asia,VEN,Venezuela (Bolivarian Republic of),South America,Latin America and the Caribbean,15.632
TJK,Tajikistan,Central Asia,Asia,AFG,Afghanistan,Southern Asia,Asia,15.031
UZB,Uzbekistan,Central Asia,Asia,AZE,Azerbaijan,Western Asia,Asia,17.03
KAZ,Kazakhstan,Central Asia,Asia,BLR,Belarus,Eastern Europe,Europe,69.957
UZB,Uzbekistan,Central Asia,Asia,BLR,Belarus,Eastern Europe,Europe,14.788
KAZ,Kazakhstan,Central Asia,Asia,CAN,Canada,Northern America,Northern America,10.422
KAZ,Kazakhstan,Central Asia,Asia,DEU,Germany,Western Europe,Europe,1016.844
KGZ,Kyrgyzstan,Central Asia,Asia,DEU,Germany,Western Europe,Europe,83.673
TJK,Tajikistan,Central Asia,Asia,DEU,Germany,Western Europe,Europe,28.985
UZB,Uzbekistan,Central Asia,Asia,DEU,Germany,Western Europe,Europe,42.271
KAZ,Kazakhstan,Central Asia,Asia,GEO,Georgia,Western Asia,Asia,10.763
KAZ,Kazakhstan,Central Asia,Asia,GRC,Greece,Southern Europe,Europe,26.982
KAZ,Kazakhstan,Central Asia,Asia,ISR,Israel,Western Asia,Asia,13.632
UZB,Uzbekistan,Central Asia,Asia,ISR,Israel,Western Asia,Asia,22.316
TJK,Tajikistan,Central Asia,Asia,KAZ,Kazakhstan,Central Asia,Asia,15.816
UZB,Uzbekistan,Central Asia,Asia,KAZ,Kazakhstan,Central Asia,Asia,281.713
KAZ,Kazakhstan,Central Asia,Asia,KGZ,Kyrgyzstan,Central Asia,Asia,12.94
UZB,Uzbekistan,Central Asia,Asia,KOR,Republic of Korea,Eastern Asia,Asia,49.862
KAZ,Kazakhstan,Central Asia,Asia,RUS,Russian Federation,Eastern Europe,Europe,2560.269
KGZ,Kyrgyzstan,Central Asia,Asia,RUS,Russian Federation,Eastern Europe,Europe,591.349
TJK,Tajikistan,Central Asia,Asia,RUS,Russian Federation,Eastern Europe,Europe,466.508
TKM,Turkmenistan,Central Asia,Asia,RUS,Russian Federation,Eastern Europe,Europe,185.664
UZB,Uzbekistan,Central Asia,Asia,RUS,Russian Federation,Eastern Europe,Europe,1146.803
KGZ,Kyrgyzstan,Central Asia,Asia,TJK,Tajikistan,Central Asia,Asia,11.667
KAZ,Kazakhstan,Central Asia,Asia,TKM,Turkmenistan,Central Asia,Asia,18.152
UZB,Uzbekistan,Central Asia,Asia,TKM,Turkmenistan,Central Asia,Asia,84.96
KAZ,Kazakhstan,Central Asia,Asia,UKR,Ukraine,Eastern Europe,Europe,222.245
KGZ,Kyrgyzstan,Central Asia,Asia,UKR,Ukraine,Eastern Europe,Europe,26.729
TJK,Tajikistan,Central Asia,Asia,UKR,Ukraine,Eastern Europe,Europe,29.367
TKM,Turkmenistan,Central Asia,Asia,UKR,Ukraine,Eastern Europe,Europe,22.602
UZB,Uzbekistan,Central Asia,Asia,UKR,Ukraine,Eastern Europe,Europe,219.814
