orig.isocode,orig.name,orig.region,orig.majorarea,dest.isocode,dest.name,dest.name,dest.region,pop.mig (in thousands)
MEX,Mexico,Central America,Latin America and the Caribbean,GTM,Guatemala,Central America,Latin America and the Caribbean,17.54
SLV,El Salvador,Central America,Latin America and the Caribbean,ITA,Italy,Southern Europe,Europe,12.464
SLV,El Salvador,Central America,Latin America and the Caribbean,MEX,Mexico,Central America,Latin America and the Caribbean,10.054
GTM,Guatemala,Central America,Latin America and the Caribbean,MEX,Mexico,Central America,Latin America and the Caribbean,53.128
HND,Honduras,Central America,Latin America and the Caribbean,MEX,Mexico,Central America,Latin America and the Caribbean,15.027
CRI,Costa Rica,Central America,Latin America and the Caribbean,NIC,Nicaragua,Central America,Latin America and the Caribbean,10.772
HND,Honduras,Central America,Latin America and the Caribbean,NIC,Nicaragua,Central America,Latin America and the Caribbean,12.439
NIC,Nicaragua,Central America,Latin America and the Caribbean,PAN,Panama,Central America,Latin America and the Caribbean,12.915
HND,Honduras,Central America,Latin America and the Caribbean,SLV,El Salvador,Central America,Latin America and the Caribbean,11.676
BLZ,Belize,Central America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,49.765
CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,85.924
SLV,El Salvador,Central America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,1276.489
GTM,Guatemala,Central America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,881.191
HND,Honduras,Central America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,530.645
MEX,Mexico,Central America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,12050.031
NIC,Nicaragua,Central America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,257.427
PAN,Panama,Central America,Latin America and the Caribbean,USA,United States of America,Northern America,Northern America,107.852
USA,United States of America,Northern America,Northern America,ARE,United Arab Emirates,Western Asia,Asia,12.953
CAN,Canada,Northern America,Northern America,AUS,Australia,Australia/New Zealand,Oceania,54.034
USA,United States of America,Northern America,Northern America,AUS,Australia,Australia/New Zealand,Oceania,110.643
USA,United States of America,Northern America,Northern America,AUT,Austria,Western Europe,Europe,11.054
USA,United States of America,Northern America,Northern America,BEL,Belgium,Western Europe,Europe,12.853
USA,United States of America,Northern America,Northern America,BGD,Bangladesh,Southern Asia,Asia,46.008
USA,United States of America,Northern America,Northern America,BRA,Brazil,South America,Latin America and the Caribbean,28.068
USA,United States of America,Northern America,Northern America,CAN,Canada,Northern America,Northern America,343.252
CAN,Canada,Northern America,Northern America,CHE,Switzerland,Western Europe,Europe,12.369
USA,United States of America,Northern America,Northern America,CHE,Switzerland,Western Europe,Europe,38.347
USA,United States of America,Northern America,Northern America,CHN,China,Eastern Asia,Asia,26.777
USA,United States of America,Northern America,Northern America,COL,Colombia,South America,Latin America and the Caribbean,18.841
USA,United States of America,Northern America,Northern America,CRI,Costa Rica,Central America,Latin America and the Caribbean,12.982
CAN,Canada,Northern America,Northern America,DEU,Germany,Western Europe,Europe,19.695
USA,United States of America,Northern America,Northern America,DEU,Germany,Western Europe,Europe,137.575
GRL,Greenland,Northern America,Northern America,DNK,Denmark,Northern Europe,Europe,16.437
USA,United States of America,Northern America,Northern America,DNK,Denmark,Northern Europe,Europe,12.367
USA,United States of America,Northern America,Northern America,DOM,Dominican Republic,Caribbean,Latin America and the Caribbean,25.814
USA,United States of America,Northern America,Northern America,ECU,Ecuador,South America,Latin America and the Caribbean,26.802
USA,United States of America,Northern America,Northern America,ESP,Spain,Southern Europe,Europe,39.825
CAN,Canada,Northern America,Northern America,FRA,France,Western Europe,Europe,25.738
USA,United States of America,Northern America,Northern America,FRA,France,Western Europe,Europe,53.906
CAN,Canada,Northern America,Northern America,GBR,United Kingdom,Northern Europe,Europe,86.415
USA,United States of America,Northern America,Northern America,GBR,United Kingdom,Northern Europe,Europe,212.15
CAN,Canada,Northern America,Northern America,GRC,Greece,Southern Europe,Europe,12.611
USA,United States of America,Northern America,Northern America,GRC,Greece,Southern Europe,Europe,22.839
USA,United States of America,Northern America,Northern America,GUM,Guam,Micronesia,Oceania,18.508
CAN,Canada,Northern America,Northern America,HKG,"China, Hong Kong SAR",Eastern Asia,Asia,14.66
USA,United States of America,Northern America,Northern America,HKG,"China, Hong Kong SAR",Eastern Asia,Asia,13.25
USA,United States of America,Northern America,Northern America,IDN,Indonesia,South-Eastern Asia,Asia,11.746
USA,United States of America,Northern America,Northern America,IRL,Ireland,Northern Europe,Europe,30.69
USA,United States of America,Northern America,Northern America,ISR,Israel,Western Asia,Asia,79.082
CAN,Canada,Northern America,Northern America,ITA,Italy,Southern Europe,Europe,25.54
USA,United States of America,Northern America,Northern America,ITA,Italy,Southern Europe,Europe,54.226
USA,United States of America,Northern America,Northern America,JPN,Japan,Eastern Asia,Asia,50.243
CAN,Canada,Northern America,Northern America,KOR,Republic of Korea,Eastern Asia,Asia,14.153
USA,United States of America,Northern America,Northern America,KOR,Republic of Korea,Eastern Asia,Asia,68.784
CAN,Canada,Northern America,Northern America,MEX,Mexico,Central America,Latin America and the Caribbean,14.121
USA,United States of America,Northern America,Northern America,MEX,Mexico,Central America,Latin America and the Caribbean,876.528
USA,United States of America,Northern America,Northern America,NLD,Netherlands,Western Europe,Europe,27.285
USA,United States of America,Northern America,Northern America,NOR,Norway,Northern Europe,Europe,17.461
USA,United States of America,Northern America,Northern America,NZL,New Zealand,Australia/New Zealand,Oceania,22.3
USA,United States of America,Northern America,Northern America,PAN,Panama,Central America,Latin America and the Caribbean,14.04
USA,United States of America,Northern America,Northern America,PHL,Philippines,South-Eastern Asia,Asia,35.564
USA,United States of America,Northern America,Northern America,POL,Poland,Eastern Europe,Europe,13.671
USA,United States of America,Northern America,Northern America,PRI,Puerto Rico,Caribbean,Latin America and the Caribbean,165.147
USA,United States of America,Northern America,Northern America,SGP,Singapore,South-Eastern Asia,Asia,17.161
USA,United States of America,Northern America,Northern America,SWE,Sweden,Northern Europe,Europe,20.011
USA,United States of America,Northern America,Northern America,TUR,Turkey,Western Asia,Asia,13.634
CAN,Canada,Northern America,Northern America,USA,United States of America,Northern America,Northern America,842.175
USA,United States of America,Northern America,Northern America,VEN,Venezuela (Bolivarian Republic of),South America,Latin America and the Caribbean,11.242
USA,United States of America,Northern America,Northern America,VIR,United States Virgin Islands,Caribbean,Latin America and the Caribbean,16.861
USA,United States of America,Northern America,Northern America,ZAF,South Africa,Southern Africa,Africa,18.114
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,"Note: The number is slightly less than the 244 million total migrants, since they do not include 9.8 million migrants with unspecified origin and the migrants from “corridors” with smaller than 10,000 migrants wide.",,,,,,,
